00Z 01 Aug 2017, 97.80, 26.77
12Z 01 Aug 2017, 347.31, 36.04
00Z 02 Aug 2017, 42.34, 34.69
12Z 02 Aug 2017, 156.82, 26.92
00Z 03 Aug 2017, 429.55, 30.51
12Z 03 Aug 2017, 746.46, 36.52
00Z 04 Aug 2017, 2549.03, 37.64
12Z 04 Aug 2017, 0.00, 13.67
00Z 05 Aug 2017, 0.00, 17.67
12Z 05 Aug 2017, 0.00, 16.64
00Z 06 Aug 2017, 5.62, 24.08
12Z 06 Aug 2017, 0.00, 35.56
00Z 07 Aug 2017, 23.95, 38.82
12Z 07 Aug 2017, 45.81, 33.40
00Z 08 Aug 2017, 71.23, 26.43
12Z 08 Aug 2017, 0.00, 11.39
00Z 09 Aug 2017, 0.00, 16.77
12Z 09 Aug 2017, 0.00, 15.50
00Z 10 Aug 2017, 0.00, 18.13
12Z 10 Aug 2017, 0.00, 29.85
00Z 11 Aug 2017, 944.38, 32.22
12Z 11 Aug 2017, 60.31, 35.30
00Z 12 Aug 2017, 0.00, 20.17
12Z 12 Aug 2017, 0.00, 17.82
00Z 13 Aug 2017, 0.00, 17.75
12Z 13 Aug 2017, 0.00, 16.60
00Z 14 Aug 2017, 0.00, 22.31
12Z 14 Aug 2017, 0.00, 29.67
00Z 15 Aug 2017, 476.86, 34.81
12Z 15 Aug 2017, 82.65, 31.55
18Z 15 Aug 2017, 779.91, 25.61
00Z 16 Aug 2017, 482.61, 37.45
12Z 16 Aug 2017, 634.57, 37.91
00Z 17 Aug 2017, 1285.78, 52.37
12Z 17 Aug 2017, 0.00, 43.83
00Z 18 Aug 2017, 3.99, 22.38
12Z 18 Aug 2017, 0.00, 21.42
00Z 19 Aug 2017, 313.12, 28.18
12Z 19 Aug 2017, 487.25, 33.82
00Z 20 Aug 2017, 501.07, 23.00
12Z 20 Aug 2017, 278.10, 25.80
00Z 21 Aug 2017, 3214.59, 49.14
12Z 21 Aug 2017, 1237.77, 39.36
00Z 22 Aug 2017, 1385.47, 46.05
12Z 22 Aug 2017, 43.34, 47.56
00Z 23 Aug 2017, 0.00, 15.72
12Z 23 Aug 2017, 0.00, 15.09
00Z 24 Aug 2017, 0.00, 17.57
12Z 24 Aug 2017, 0.00, 24.55
00Z 25 Aug 2017, 0.00, 22.66
12Z 25 Aug 2017, 0.00, 29.96
00Z 26 Aug 2017, 0.00, 26.51
12Z 26 Aug 2017, 0.00, 25.58
00Z 27 Aug 2017, 0.00, 31.71
12Z 27 Aug 2017, 0.00, 27.37
00Z 28 Aug 2017, 188.18, 35.18
12Z 28 Aug 2017, 235.07, 33.45
00Z 29 Aug 2017, 45.33, 30.77
12Z 29 Aug 2017, 0.00, 28.40
00Z 30 Aug 2017, 0.00, 24.56
12Z 30 Aug 2017, 0.00, 26.41
00Z 31 Aug 2017, 28.09, 26.09
12Z 31 Aug 2017, 0.00, 26.90
00Z 01 Sep 2017, 0.00, 17.43
12Z 01 Sep 2017, 0.00, 14.97
00Z 02 Sep 2017, 0.00, 9.55
12Z 02 Sep 2017, 0.00, 6.72
00Z 03 Sep 2017, 0.00, 24.87
12Z 03 Sep 2017, 0.00, 18.31
00Z 04 Sep 2017, 0.00, 20.09
12Z 04 Sep 2017, 0.00, 26.53
18Z 04 Sep 2017, 1727.89, 29.18
00Z 05 Sep 2017, 1440.61, 34.24
06Z 05 Sep 2017, 0.00, 21.45
12Z 05 Sep 2017, 0.00, 11.49
18Z 05 Sep 2017, 0.00, 12.94
00Z 06 Sep 2017, 21.08, 15.05
06Z 06 Sep 2017, 1.28, 14.20
12Z 06 Sep 2017, 0.00, 16.42
18Z 06 Sep 2017, 35.57, 14.93
00Z 07 Sep 2017, 10.90, 15.29
06Z 07 Sep 2017, 0.00, 16.00
12Z 07 Sep 2017, 0.00, 18.52
18Z 07 Sep 2017, 28.57, 16.88
00Z 08 Sep 2017, 0.00, 19.04
06Z 08 Sep 2017, 0.00, 19.83
12Z 08 Sep 2017, 0.00, 20.03
18Z 08 Sep 2017, 0.00, 18.07
00Z 09 Sep 2017, 0.00, 16.94
06Z 09 Sep 2017, 0.00, 19.35
12Z 09 Sep 2017, 0.00, 19.10
18Z 09 Sep 2017, 17.06, 18.54
00Z 10 Sep 2017, 35.29, 21.28
06Z 10 Sep 2017, 0.00, 18.69
12Z 10 Sep 2017, 0.00, 15.07
18Z 10 Sep 2017, 0.00, 10.33
00Z 11 Sep 2017, 0.00, 11.52
12Z 11 Sep 2017, 0.00, 12.68
